2026-01-29 04:44:36,566 - spark_streaming - INFO - ============================================================
2026-01-29 04:44:36,567 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 04:44:36,568 - spark_streaming - INFO - ============================================================
2026-01-29 04:44:36,574 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 04:44:36,589 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 04:44:36,590 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 04:44:42,365 - spark_streaming - INFO - Spark session created successfully
2026-01-29 04:44:42,367 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 04:44:43,245 - spark_streaming - INFO - File stream configured successfully
2026-01-29 04:44:44,101 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 04:44:44,575 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 04:44:44,578 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 04:53:30,195 - spark_streaming - INFO - Batch 53: Processed 20 records, inserted 20 in 0.06s
2026-01-29 04:53:40,210 - spark_streaming - INFO - Batch 54: Processed 20 records, inserted 20 in 0.08s
2026-01-29 04:53:50,182 - spark_streaming - INFO - Batch 55: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:00,167 - spark_streaming - INFO - Batch 56: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:10,155 - spark_streaming - INFO - Batch 57: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:20,165 - spark_streaming - INFO - Batch 58: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:30,178 - spark_streaming - INFO - Batch 59: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:40,165 - spark_streaming - INFO - Batch 60: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:54:50,162 - spark_streaming - INFO - Batch 61: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:55:00,216 - spark_streaming - INFO - Batch 62: Processed 20 records, inserted 20 in 0.07s
2026-01-29 04:55:10,173 - spark_streaming - INFO - Batch 63: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:55:20,165 - spark_streaming - INFO - Batch 64: Processed 20 records, inserted 20 in 0.06s
2026-01-29 04:55:30,152 - spark_streaming - INFO - Batch 65: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:55:40,178 - spark_streaming - INFO - Batch 66: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:55:50,156 - spark_streaming - INFO - Batch 67: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:56:00,177 - spark_streaming - INFO - Batch 68: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:56:10,183 - spark_streaming - INFO - Batch 69: Processed 20 records, inserted 20 in 0.07s
2026-01-29 04:56:20,191 - spark_streaming - INFO - Batch 70: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:56:30,161 - spark_streaming - INFO - Batch 71: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:56:40,167 - spark_streaming - INFO - Batch 72: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:56:50,166 - spark_streaming - INFO - Batch 73: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:57:00,157 - spark_streaming - INFO - Batch 74: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:57:10,152 - spark_streaming - INFO - Batch 75: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:57:20,169 - spark_streaming - INFO - Batch 76: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:57:30,174 - spark_streaming - INFO - Batch 77: Processed 20 records, inserted 20 in 0.06s
2026-01-29 04:57:40,175 - spark_streaming - INFO - Batch 78: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:57:50,180 - spark_streaming - INFO - Batch 79: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:58:00,168 - spark_streaming - INFO - Batch 80: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:58:10,167 - spark_streaming - INFO - Batch 81: Processed 20 records, inserted 20 in 0.06s
2026-01-29 04:58:20,153 - spark_streaming - INFO - Batch 82: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:58:30,167 - spark_streaming - INFO - Batch 83: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:58:40,155 - spark_streaming - INFO - Batch 84: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:58:50,184 - spark_streaming - INFO - Batch 85: Processed 20 records, inserted 20 in 0.07s
2026-01-29 04:59:00,173 - spark_streaming - INFO - Batch 86: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:59:10,156 - spark_streaming - INFO - Batch 87: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:59:20,161 - spark_streaming - INFO - Batch 88: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:59:30,169 - spark_streaming - INFO - Batch 89: Processed 20 records, inserted 20 in 0.05s
2026-01-29 04:59:40,158 - spark_streaming - INFO - Batch 90: Processed 20 records, inserted 20 in 0.04s
2026-01-29 04:59:50,154 - spark_streaming - INFO - Batch 91: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:00:00,165 - spark_streaming - INFO - Batch 92: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:00:10,173 - spark_streaming - INFO - Batch 93: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:00:20,183 - spark_streaming - INFO - Batch 94: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:00:30,176 - spark_streaming - INFO - Batch 95: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:00:40,218 - spark_streaming - INFO - Batch 96: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:00:50,159 - spark_streaming - INFO - Batch 97: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:01:00,177 - spark_streaming - INFO - Batch 98: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:01:10,173 - spark_streaming - INFO - Batch 99: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:01:20,161 - spark_streaming - INFO - Batch 100: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:01:30,178 - spark_streaming - INFO - Batch 101: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:01:40,250 - spark_streaming - INFO - Batch 102: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:01:50,162 - spark_streaming - INFO - Batch 103: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:02:00,185 - spark_streaming - INFO - Batch 104: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:02:10,168 - spark_streaming - INFO - Batch 105: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:02:20,168 - spark_streaming - INFO - Batch 106: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:02:30,148 - spark_streaming - INFO - Batch 107: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:02:40,153 - spark_streaming - INFO - Batch 108: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:02:50,212 - spark_streaming - INFO - Batch 109: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:03:00,194 - spark_streaming - INFO - Batch 110: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:03:10,158 - spark_streaming - INFO - Batch 111: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:03:20,143 - spark_streaming - INFO - Batch 112: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:03:30,161 - spark_streaming - INFO - Batch 113: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:03:40,146 - spark_streaming - INFO - Batch 114: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:03:50,148 - spark_streaming - INFO - Batch 115: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:04:00,160 - spark_streaming - INFO - Batch 116: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:04:10,147 - spark_streaming - INFO - Batch 117: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:04:20,197 - spark_streaming - INFO - Batch 118: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:04:30,203 - spark_streaming - INFO - Batch 119: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:04:40,161 - spark_streaming - INFO - Batch 120: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:04:50,152 - spark_streaming - INFO - Batch 121: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:05:00,163 - spark_streaming - INFO - Batch 122: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:05:10,158 - spark_streaming - INFO - Batch 123: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:05:20,166 - spark_streaming - INFO - Batch 124: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:05:30,213 - spark_streaming - INFO - Batch 125: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:05:40,172 - spark_streaming - INFO - Batch 126: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:05:50,163 - spark_streaming - INFO - Batch 127: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:06:00,168 - spark_streaming - INFO - Batch 128: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:06:10,184 - spark_streaming - INFO - Batch 129: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:06:20,150 - spark_streaming - INFO - Batch 130: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:06:30,151 - spark_streaming - INFO - Batch 131: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:06:40,149 - spark_streaming - INFO - Batch 132: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:06:50,200 - spark_streaming - INFO - Batch 133: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:07:00,176 - spark_streaming - INFO - Batch 134: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:07:10,156 - spark_streaming - INFO - Batch 135: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:07:20,147 - spark_streaming - INFO - Batch 136: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:07:30,161 - spark_streaming - INFO - Batch 137: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:07:40,156 - spark_streaming - INFO - Batch 138: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:07:50,181 - spark_streaming - INFO - Batch 139: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:08:00,162 - spark_streaming - INFO - Batch 140: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:08:10,214 - spark_streaming - INFO - Batch 141: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:08:20,164 - spark_streaming - INFO - Batch 142: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:08:30,147 - spark_streaming - INFO - Batch 143: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:08:40,153 - spark_streaming - INFO - Batch 144: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:08:50,180 - spark_streaming - INFO - Batch 145: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:09:00,161 - spark_streaming - INFO - Batch 146: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:09:10,141 - spark_streaming - INFO - Batch 147: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:09:20,165 - spark_streaming - INFO - Batch 148: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:09:30,263 - spark_streaming - INFO - Batch 149: Processed 20 records, inserted 20 in 0.11s
2026-01-29 05:09:40,181 - spark_streaming - INFO - Batch 150: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:09:50,156 - spark_streaming - INFO - Batch 151: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:10:00,143 - spark_streaming - INFO - Batch 152: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:10:10,159 - spark_streaming - INFO - Batch 153: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:10:20,152 - spark_streaming - INFO - Batch 154: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:10:30,148 - spark_streaming - INFO - Batch 155: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:10:40,178 - spark_streaming - INFO - Batch 156: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:10:50,186 - spark_streaming - INFO - Batch 157: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:11:00,158 - spark_streaming - INFO - Batch 158: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:11:10,180 - spark_streaming - INFO - Batch 159: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:11:20,147 - spark_streaming - INFO - Batch 160: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:11:30,162 - spark_streaming - INFO - Batch 161: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:11:40,148 - spark_streaming - INFO - Batch 162: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:11:50,141 - spark_streaming - INFO - Batch 163: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:12:00,146 - spark_streaming - INFO - Batch 164: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:12:10,195 - spark_streaming - INFO - Batch 165: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:12:20,180 - spark_streaming - INFO - Batch 166: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:12:30,163 - spark_streaming - INFO - Batch 167: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:12:40,162 - spark_streaming - INFO - Batch 168: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:12:50,199 - spark_streaming - INFO - Batch 169: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:13:00,156 - spark_streaming - INFO - Batch 170: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:13:10,146 - spark_streaming - INFO - Batch 171: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:13:20,151 - spark_streaming - INFO - Batch 172: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:13:30,196 - spark_streaming - INFO - Batch 173: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:13:40,164 - spark_streaming - INFO - Batch 174: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:13:50,147 - spark_streaming - INFO - Batch 175: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:14:00,207 - spark_streaming - INFO - Batch 176: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:14:10,162 - spark_streaming - INFO - Batch 177: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:14:20,156 - spark_streaming - INFO - Batch 178: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:14:30,164 - spark_streaming - INFO - Batch 179: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:14:40,189 - spark_streaming - INFO - Batch 180: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:14:50,179 - spark_streaming - INFO - Batch 181: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:15:00,206 - spark_streaming - INFO - Batch 182: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:15:10,186 - spark_streaming - INFO - Batch 183: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:15:20,157 - spark_streaming - INFO - Batch 184: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:15:30,165 - spark_streaming - INFO - Batch 185: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:15:40,192 - spark_streaming - INFO - Batch 186: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:15:50,155 - spark_streaming - INFO - Batch 187: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:16:00,152 - spark_streaming - INFO - Batch 188: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:16:10,160 - spark_streaming - INFO - Batch 189: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:16:20,154 - spark_streaming - INFO - Batch 190: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:16:30,157 - spark_streaming - INFO - Batch 191: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:16:40,187 - spark_streaming - INFO - Batch 192: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:16:50,197 - spark_streaming - INFO - Batch 193: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:17:00,174 - spark_streaming - INFO - Batch 194: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:17:10,150 - spark_streaming - INFO - Batch 195: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:17:20,147 - spark_streaming - INFO - Batch 196: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:17:30,156 - spark_streaming - INFO - Batch 197: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:17:40,165 - spark_streaming - INFO - Batch 198: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:17:50,201 - spark_streaming - INFO - Batch 199: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:18:00,149 - spark_streaming - INFO - Batch 200: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:18:10,199 - spark_streaming - INFO - Batch 201: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:18:20,154 - spark_streaming - INFO - Batch 202: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:18:30,163 - spark_streaming - INFO - Batch 203: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:18:40,140 - spark_streaming - INFO - Batch 204: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:18:50,145 - spark_streaming - INFO - Batch 205: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:19:00,160 - spark_streaming - INFO - Batch 206: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:19:10,181 - spark_streaming - INFO - Batch 207: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:19:20,159 - spark_streaming - INFO - Batch 208: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:19:30,155 - spark_streaming - INFO - Batch 209: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:19:40,156 - spark_streaming - INFO - Batch 210: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:19:50,173 - spark_streaming - INFO - Batch 211: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:20:00,152 - spark_streaming - INFO - Batch 212: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:20:10,165 - spark_streaming - INFO - Batch 213: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:20:20,182 - spark_streaming - INFO - Batch 214: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:20:30,206 - spark_streaming - INFO - Batch 215: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:20:40,153 - spark_streaming - INFO - Batch 216: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:20:50,152 - spark_streaming - INFO - Batch 217: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:00,148 - spark_streaming - INFO - Batch 218: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:10,174 - spark_streaming - INFO - Batch 219: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:20,167 - spark_streaming - INFO - Batch 220: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:30,146 - spark_streaming - INFO - Batch 221: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:40,150 - spark_streaming - INFO - Batch 222: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:21:50,246 - spark_streaming - INFO - Batch 223: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:22:00,149 - spark_streaming - INFO - Batch 224: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:22:10,151 - spark_streaming - INFO - Batch 225: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:22:20,163 - spark_streaming - INFO - Batch 226: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:22:30,144 - spark_streaming - INFO - Batch 227: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:22:40,158 - spark_streaming - INFO - Batch 228: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:22:50,160 - spark_streaming - INFO - Batch 229: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:23:00,191 - spark_streaming - INFO - Batch 230: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:23:10,159 - spark_streaming - INFO - Batch 231: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:23:20,141 - spark_streaming - INFO - Batch 232: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:23:30,143 - spark_streaming - INFO - Batch 233: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:23:40,150 - spark_streaming - INFO - Batch 234: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:23:50,146 - spark_streaming - INFO - Batch 235: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:24:00,142 - spark_streaming - INFO - Batch 236: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:24:10,140 - spark_streaming - INFO - Batch 237: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:24:20,194 - spark_streaming - INFO - Batch 238: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:24:30,163 - spark_streaming - INFO - Batch 239: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:24:40,143 - spark_streaming - INFO - Batch 240: Processed 20 records, inserted 20 in 0.04s
